site,MeanTemp,Precip,PrecipSeasonality,MeanDiurnalRange,Isothermality,TempSeasonality,TempAnnualRange,NDVImax,NDVIsum,EVImax,NDWImin,SWIRaug,BulkDens,pH,CStock,CDensity,Sand,Silt,Clay,Permafrost,abcflux_name,Site_ID,Latitude,Longitude,Country,Contact,Contact_Email,Ecosystem,GHG,Start_CO2,End_CO2,Start_CH4,End_CH4,Start_N2O,End_N2O,Season_Activity,Terrestrial,Aquatic,active,Ext_Type,State,Population,x,y,pc1,pc2,pc3,pc4,active.2022,active.2024,methane.2022,methane.2024,Season_Activity.2022,Season_Activity.2024,annualmethane2022,annualmethane2024
Labrador City,-3.64583325386047,879,28.4376373291016,10.375,22.2639484405518,1289.54797363281,46.5999984741211,0.0995000004768372,0.0601385794579983,2.52533006668091,0.477930009365082,0.266869992017746,1.23025000095367,5.80499982833862,307,126.150001525879,53.0750007629395,34.3499984741211,13.2250003814697,0.13292495906353,NA,NA,52.941431,-66.915875,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Newfoundland and Labrador,10313,-3833659.96234291,-1633939.24958718,-0.360219903218833,-1.94493250009742,-2.00533251024902,0.25740065789743,NA,NA,NA,NA,NA,extension,NA,NA
Lac Le Caron,-1.24166679382324,808,41.1431465148926,10.3000001907349,21.7299575805664,1328.00402832031,47.4000015258789,0.058789998292923,0.432501077651978,4.35864973068237,0.699200034141541,0.414350003004074,1.15352499485016,5.03000020980835,620,242.774993896484,58.625,32.5499992370605,8.82499980926514,0.0364861525595188,"Lac Le Caron peatland, an ombrotrophic bog",CA-LLC,52.2903,-75.8375,Canada,Ian Strachan,ian.strachan@queensu.ca,wetland,CO2,2008,2012,NA,NA,NA,NA,All year,TRUE,FALSE,inactive,NA,NA,NA,-4116828.72057938,-1038851.30851477,-2.51306389740555,-1.35107938314396,-0.0987094823547168,-1.8444632527478,inactive,inactive,nonmethane,nonmethane,All year,All year,no,no
Lake Minchumina,-2.76666665077209,328,76.25390625,10.0833330154419,21.5455837249756,1396.38879394531,46.7999992370605,0.0432300008833408,0.270843803882599,3.4405300617218,0.661220014095306,0.274659991264343,1.1756500005722,5.88500022888184,655,297.725006103516,37.5999984741211,52.0499992370605,11,0.23095540702343,NA,NA,63.882831,-152.312187,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Alaska,32,-1340938.03418519,2555431.11151295,0.0583473739617548,1.03501769787447,0.519833978425096,0.829886253914944,NA,NA,NA,NA,NA,extension,NA,NA
Lammin-Suo Peatland Station,4.41666650772095,641,32.3788757324219,6.56666660308838,20.8465595245361,899.702819824219,31.5,0.032379999756813,0.523692727088928,7.49015998840332,0.798240005970001,0.350629985332489,1.32557499408722,5.26999998092651,561,393.774993896484,61.1749992370605,26.4500007629395,12.4499998092651,0,NA,NA,60.233333,29.8,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Research_Station,NA,NA,1643018.78744276,-2868872.52609978,-3.90953838379548,-2.72169862818972,0.200254283277911,-0.600356136309507,NA,NA,NA,NA,NA,extension,NA,NA
Lansdowne House,-1.55833327770233,700,45.7536849975586,10.6166667938232,21.5785903930664,1389.88037109375,49.2000007629395,0.0059799998998642,0.344525307416916,3.20506000518799,0.701449990272522,0.112759999930859,0.963474988937378,5.28749990463257,477,220.675003051758,47.9500007629395,33.0499992370605,19,0.00258742575533688,NA,NA,52.216644,-87.883329,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Ontario,120,-4251879.28232295,-157148.155351828,-1.37834085116663,-0.548822943213237,0.0211564221722735,-0.93241701991211,NA,NA,NA,NA,NA,extension,NA,NA
Laryak,-2.53750014305115,545,43.8880348205566,9.30833339691162,18.729040145874,1433.68737792969,49.6999969482422,0.125770002603531,0.0671811252832413,3.08823990821838,0.638109982013702,0.400449991226196,0.503199994564056,5.80749988555908,1237,501.774993896484,39.5499992370605,39.0250015258789,21.8999996185303,0.0982580184936523,NA,NA,61.101192,80.25137,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Khanty-Mansiy,10,3159253.44494339,-542781.25611419,1.09694874464365,-0.493499994268297,3.35595103258109,1.00437296278565,NA,NA,NA,NA,NA,extension,NA,NA
Lensk,-5.48333358764648,367,51.8941383361816,11.4333333969116,19.6787147521973,1739.78491210938,58.0999984741211,0.151050001382828,0.0390185341238976,2.36978006362915,0.467629998922348,0.295740008354187,1.20749998092651,6.40999984741211,633,265.5,39.0499992370605,37.9749984741211,23.375,0.532619416713715,NA,NA,60.725271,114.94703,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Sakha (Yakutia),25589,2945888.03847046,1370375.90371495,2.48479210209472,0.918104295120933,-1.0030207814291,1.21195398726434,NA,NA,NA,NA,NA,extension,NA,NA
Lesosibirsk,-0.983333349227905,466,38.963020324707,10.5333337783813,21.0246181488037,1401.35217285156,50.0999984741211,0.101530000567436,0.00172070669941604,2.94766998291016,0.542980015277863,0.306879997253418,1.10547494888306,6.25,656,264.450012207031,35.625,38.875,25.9500007629395,0.096971794962883,NA,NA,58.243252,92.483285,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Krasnoyarsk,65945,3534690.85559348,153294.8013856,0.728077594541601,0.346057575343395,-0.1642581654354,2.27068402733246,NA,NA,NA,NA,NA,extension,NA,NA
Lettosuo,4.31666660308838,663,29.3504695892334,7.94999980926514,25.2380962371826,826.480285644531,31.5,0.045049998909235,0.4926817715168,7.31126976013184,0.813289999961853,0.438059985637665,1.24342501163483,5.37249994277954,636,403.475006103516,55.2999992370605,33.0499992370605,12.375,0,Lettosuo,FI-Let,60.6418,23.9597,Finland,Tuomas Laurila,tuomas.laurila@fmi.fi,forest,CO2,2009,2024,NA,NA,NA,NA,Summer,TRUE,FALSE,active,NA,NA,NA,1323336.18894235,-2977896.98842076,-4.17399805277405,-2.08248881460136,0.777847243144333,0.260568901314941,active,active,nonmethane,nonmethane,Summer,Summer,no,no
Lily Lake Fen,2.25833344459534,850,43.7608489990234,8.48333358764648,28.0905075073242,830.593505859375,30.2000007629395,0.048930000513792,0.381643176078796,5.64429998397827,0.764320015907288,0.383599996566772,1.21357500553131,5.39499998092651,416,314.375,47.7000007629395,43.1500015258789,9.35000038146973,0,Lily Lake Fen,US-KPL,60.5382,-150.5061,USA,Patrick Sullivan,pfsullivan@alaska.edu,"wetland, grassland","CO2,CH4",2021,2024,2021,NA,NA,NA,Summer,TRUE,FALSE,active,NA,NA,NA,-1610264.7458933,2846840.44809366,-3.62812280448243,-1.73879429395505,0.246776382229097,1.0664253932611,active,active,methane,methane,Summer,Summer,no,no
Litla-Skard,3.42916655540466,797,23.2085418701172,5.44166660308838,30.7438793182373,467.685089111328,17.7000007629395,0.0704900026321411,0.272495329380035,5.43587017059326,0.785369992256165,0.548690021038055,1.24337494373322,5.78749990463257,382,280.200012207031,54.7750015258789,36.75,9.02499961853027,0,NA,NA,64.716667,-21.616667,Iceland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Research_Station,NA,NA,-1028101.20326773,-2594481.95510296,-4.25543339608913,-3.65103224466294,-0.175439843297664,2.32303638992955,NA,NA,NA,NA,NA,extension,NA,NA
Ljusdal_HY,3.45833325386047,624,37.0084266662598,8.81666660308838,27.9894180297852,827.808776855469,31.5,0.0903899967670441,0.213101640343666,4.78156995773315,0.626730024814606,0.329089999198914,1.27992510795593,5.34000015258789,393,327.325012207031,53.2750015258789,38.125,8.80000019073486,0,Ljusdal_HY,,61.937,15.483,Sweden,NA,NA,NA,CO2,2019,2022,NA,NA,NA,NA,Summer,TRUE,FALSE,inactive,NA,NA,NA,829983.298007761,-2996275.02415567,-2.50433064447807,-2.63183523246472,-0.699894146613199,1.02338806875774,inactive,inactive,nonmethane,nonmethane,Summer,Summer,no,no
Ljusdal_SLM,3.45416665077209,618,36.9927024841309,8.75833320617676,27.8927822113037,825.377197265625,31.4000015258789,0.101960003376007,0.193747609853745,4.51590013504028,0.614309966564178,0.325199991464615,1.26882493495941,5.21750020980835,363,318.024993896484,56.25,35.8499984741211,8.82499980926514,0,Ljusdal_SLM,,61.938,15.427,Sweden,NA,NA,NA,CO2,2020,2022,NA,NA,NA,NA,All year,TRUE,FALSE,inactive,NA,NA,NA,827023.751869574,-2996973.78028992,-2.39442412838811,-2.98115970175039,-0.945801279313557,0.770651244305818,inactive,inactive,nonmethane,nonmethane,All year,All year,no,no
Logashkino,-15.2083330154419,175,48.0569877624512,7.33333349227905,15.3096733093262,1571.76623535156,47.9000015258789,0.0816100016236305,0.304321646690369,2.09447002410889,0.602410018444061,0.303299993276596,0.785525023937225,6.29500007629395,847,388.725006103516,41.7750015258789,37.75,20.4500007629395,1,NA,NA,70.85039,153.900001,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Sakha (Yakutia),0,923633.017356832,1885369.64413397,2.99125643366724,-0.103734463041552,1.98493815033691,0.068610853094613,NA,NA,NA,NA,NA,extension,NA,NA
Lompolojankka,-1.53333330154419,512,45.1972618103027,9.08333301544189,24.2869873046875,996.754577636719,37.4000015258789,0.0542800016701221,0.40095853805542,4.07147979736328,0.754059970378876,0.410089999437332,1.23967504501343,5.39750003814697,504,425.725006103516,60.125,33.7750015258789,6.17500019073486,0.00813228078186512,Lompolojankka,FI-Lom,67.9973,24.2091,Finland,"Annalea Lohila,  Tuomas Laurila","annalea.lohila@fmi.fi, tuomas.laurila@fmi.fi",wetland,"CO2,CH4",2007,2024,2007,2012,NA,NA,All year,TRUE,FALSE,active,NA,NA,NA,992068.616749232,-2206515.43194088,-2.34431324150254,-2.07648628722713,0.0630945577630622,-0.826968166304467,active,active,methane,methane,All year,All year,annualmethane,annualmethane
Luga,4.88333320617676,664,32.41845703125,8.13333320617676,24.9488754272461,897.669555664062,32.5999984741211,0.104549996554852,0.00549253541976213,4.48471975326538,0.620760023593903,0.397579997777939,1.32400000095367,6.0625,306,243.024993896484,48.2999992370605,33.8499984741211,18.3500003814697,0,NA,NA,58.736349,29.838995,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Leningrad,40114,1731691.57429069,-3018937.7227966,-1.78202124246958,-2.10670571409539,-1.50775009743631,2.62604260994013,NA,NA,NA,NA,NA,extension,NA,NA
Lutose,-1.83750009536743,357,50.1339683532715,12.6083335876465,24.6256504058838,1452.55749511719,51.1999969482422,0.069020003080368,0.250239133834839,4.74808025360107,0.729809999465942,0.399219989776611,1.23827505111694,6.52500009536743,642,137.824996948242,41.1749992370605,29.125,30.125,0.317579597234726,Lutose,CA-LUT,59.4405,-117.2422,Canada,Christopher Schulze,cschulze@ualberta.ca,wetland,"CO2,CH4",2019,2024,NA,NA,NA,NA,All year,TRUE,FALSE,active,NA,NA,NA,-3021273.52039256,1555537.74393486,-0.821693968970261,1.75264541512295,-1.26067125130657,1.31753676208777,active,active,nonmethane,methane,Summer,All year,no,annualmethane
Lutose Rich Fen,-1.60000002384186,360,52.0145645141602,12.5833330154419,24.8682479858398,1427.14428710938,50.5999984741211,0.0596100017428398,0.237344831228256,4.75394010543823,0.722019970417023,0.376679986715317,1.23077499866486,6.91750001907349,484,183.074996948242,33.75,28.2250003814697,38.375,0.223451197147369,,,59.26100915,-117.420947,Canada,Fiona Kurylowicz,fkurylow@ualberta.ca,wetland,"CO2,CH4",2024,2024,2024,2024,NA,NA,All year,TRUE,FALSE,inactive,NA,NA,NA,-3034966.91003632,1574585.3815052,-0.631236853190527,2.39230116204816,-1.26936422891662,2.52340977523323,inactive,inactive,methane,methane,All year,All year,no,no
Lutselke,-5.69583320617676,278,47.9595565795898,8.625,17.011833190918,1537.01220703125,50.7000007629395,0.0463900007307529,0.139873951673508,2.55012011528015,0.553619980812073,0.172930002212524,1.05782496929169,6.11999988555908,751,260.649993896484,34.9249992370605,38.9249992370605,26.3500003814697,0.950649976730347,NA,NA,62.400053,-110.733329,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Northwest Territories,102,-2857924.21959167,1081819.8195368,2.08710916058779,0.662239029541948,0.5491813964189,1.0958800001839,NA,NA,NA,NA,NA,extension,NA,NA
Maaninka,2.85416674613953,605,33.609489440918,7.30833339691162,21.5585060119629,948.883178710938,33.9000015258789,0.0586699992418289,0.242175668478012,5.25151014328003,0.820389986038208,0.539810001850128,1.29767501354218,5.44999980926514,433,321.325012207031,42.875,40.9000015258789,16.1499996185303,0,,,63.1635,27.2342,Finland,Timo Vesala,timo.vesala@helsinki.fi,cropland,"CO2,N2O",2011,2011,NA,NA,2011,2011,Summer,TRUE,FALSE,inactive,NA,NA,NA,1358334.23829124,-2639156.54288788,-2.8895291244781802,-0.952751068470069,0.562934497587901,1.79541824593569,inactive,inactive,nonmethane,nonmethane,Summer,Summer,no,no
Mader,-3.05416655540466,448,52.237117767334,9.22500038146973,24.8652286529541,983.979553222656,37.0999984741211,0.0914399996399879,0.283416330814362,2.91249012947083,0.665210008621216,0.379680007696152,1.09197497367859,5.30749988555908,411,432.375,58.1749992370605,34.4500007629395,7.82499980926514,0.166376665234566,,,68.8331,23.9126,Finland,Timo Kumpula,timo.kumpula@uef.fi,wetland,CO2,2021,2024,NA,NA,NA,NA,Summer,TRUE,FALSE,active,NA,NA,NA,942542.046833278,-2125704.84704092,-1.08220245806716,-2.31997478037058,-0.0111765902916857,-0.444598257790571,active,active,nonmethane,nonmethane,Summer,Summer,no,no
Magadan,-2.80833339691162,482,57.0423240661621,6.13333320617676,17.2284641265869,1134.52404785156,35.5999984741211,0.1423200070858,-0.0124764544889331,1.93160998821259,0.406309992074966,0.240050002932549,1.23672497272491,6.1100001335144,397,263.950012207031,44.5499992370605,39.3499984741211,16.3500003814697,0.267028510570526,NA,NA,59.57498,150.810009,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Maga Buryatdan,95282,1649693.30268776,2952989.80993391,1.78362002396279,-2.31272184814703,-1.14339623261518,2.25095160100936,NA,NA,NA,NA,NA,extension,NA,NA
Makarov,1.05833339691162,742,41.0935935974121,7.41666698455811,19.2141628265381,1118.35888671875,38.5999984741211,0.0419999994337559,0.271428048610687,1.64215993881226,0.585919976234436,0.196250006556511,1.26332497596741,5.77500009536743,379,270.799987792969,42.7750015258789,40.2999992370605,16.5750007629395,0,NA,NA,48.633736,142.800007,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Sakhalin,6663,2837163.15139259,3737825.36255958,-0.76755100785009,-1.72167843177465,-0.264286349640574,1.23831511828935,NA,NA,NA,NA,NA,extension,NA,NA
Manily,-7.68333339691162,398,37.2489700317383,9.36666679382324,20.3181495666504,1441.3193359375,46.0999984741211,0.0879499986767769,0.264167368412018,3.88084006309509,0.788730025291443,0.56003999710083,1.15677499771118,5.40500020980835,433,302.299987792969,49.5250015258789,35.375,15.8000001907349,0.33646035194397,NA,NA,62.549992,165.300029,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Kamchatka,10,771065.920802132,2939134.53487087,-0.831322122869205,-0.0939528043964119,0.236166950933569,-0.298969376377869,NA,NA,NA,NA,NA,extension,NA,NA
"Manitoba, Northern Old Black Spruce (BOREAS)",-3.07083344459534,511,54.124195098877,11.8249998092651,22.5667934417725,1494.47692871094,52.4000015258789,0.0416500009596348,0.446930915117264,5.86950016021729,0.740289986133575,0.326240003108978,1.19612503051758,6.61499977111816,1222,212.050003051758,29.7749996185303,22.4500007629395,48.4500007629395,0.0207558386027813,Manitoba - Northern Old Black Spruce (former BOREAS Northern Study Area),CA-Man,55.8796,-98.4808,Canada,"Brian Amiro, Steve Wofsy","Brian_Amiro@umanitoba.ca, swofsy@seas.harvard.edu",forest,CO2,1994,2008,NA,NA,NA,NA,All year,TRUE,FALSE,inactive,NA,NA,NA,-3774699.0080072,562839.444861386,-1.110882730482,2.8207196939126,0.325216397828232,1.99549252402767,inactive,inactive,nonmethane,nonmethane,All year,All year,no,no
Marathon,1.67083334922791,869,24.5551147460938,10.2083330154419,24.7775077819824,1108.41918945312,41.2000007629395,0.0436000004410744,0.435888290405273,6.73322010040283,0.803659975528717,0.429010003805161,1.22647500038147,5.52750015258789,233,156.375,56,28.5750007629395,16.125,0,NA,NA,48.750395,-86.366651,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Ontario,4627,-4668823.07641605,-296465.794829883,-4.09065064056598,-1.17601235914709,-1.07122372636661,-0.305080885641215,NA,NA,NA,NA,NA,extension,NA,NA
Marcell Experimental Forest,3.5625,697,58.4370536804199,12.7916669845581,26.9298248291016,1240.3447265625,47.5,0.0430900007486343,0.145706385374069,6.64265012741089,0.881720006465912,0.565980017185211,1.50194990634918,5.84250020980835,306,109.724998474121,62.8499984741211,25.375,12,0,,,47.5333,-93.4667,USA,Narasinha Shurpali,narasinha.shurpali@uef.fi,wetland,CO2,1991,1992,NA,NA,NA,NA,Summer,TRUE,FALSE,inactive,NA,NA,NA,-4820261.02871351,292007.904013098,-3.91636927329855,0.194940204870978,-3.105724837096,-0.658661747369485,inactive,inactive,nonmethane,nonmethane,Summer,Summer,no,no
Matagami,0.191666632890701,916,33.9640655517578,11.7833337783813,24.5486106872559,1285.62121582031,48,0.0873600021004677,0.214258715510368,4.57339000701904,0.666260004043579,0.404110014438629,1.2364250421524,5.59999990463257,548,172.949996948242,47.875,32.9000015258789,19.8250007629395,0.00424971850588918,NA,NA,49.750386,-77.633282,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Québec,1966,-4449448.20116221,-975565.441434123,-2.19612020192639,-0.418515902794499,-1.03191802165476,0.403136936467929,NA,NA,NA,NA,NA,extension,NA,NA
McGrath,-2.84583330154419,446,45.6121482849121,10.7416667938232,22.6617431640625,1395.23608398438,47.4000015258789,0.061489999294281,0.2355065792799,3.37984991073608,0.654100000858307,0.35605001449585,1.08937501907349,6.11999988555908,785,417,35.375,50.8250007629395,13.8000001907349,0.417811632156372,NA,NA,62.956815,-155.595785,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Alaska,138,-1236166.10717201,2724580.26069233,0.0998753572516794,0.761193406446879,1.52296343596045,1.31103117905851,NA,NA,NA,NA,NA,extension,NA,NA
Meadow Lake,1.40833342075348,434,61.8231163024902,13.4499998092651,27.5614757537842,1300.65161132812,48.7999992370605,0.146380007266998,0.0159340631216764,3.33499002456665,0.522409975528717,0.347680002450943,1.40369999408722,7.17500019073486,155,147.899993896484,49.8499984741211,30.125,20.6749992370605,0.00884181912988424,NA,NA,54.130118,-108.434736,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Saskatchewan,5882,-3818167.16413801,1272706.62980782,0.126973682410843,0.168823933155281,-3.83882352149067,2.19151312866647,NA,NA,NA,NA,NA,extension,NA,NA
Megion,-2.41250014305115,540,45.4304809570312,9.17500019073486,19.0748424530029,1411.61755371094,48.0999984741211,0.065760001540184,0.309821039438248,4.58884000778198,0.790430009365082,0.532700002193451,0.382375001907349,5.30999994277954,1116,563.25,47.3250007629395,35.4500007629395,17.5750007629395,0.0958172380924225,NA,NA,61.060755,76.095345,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Khanty-Mansiy,48691,3116146.46572258,-771436.968416007,-0.87091914478167,-0.445578308221074,4.27790623596563,-0.718257067655471,NA,NA,NA,NA,NA,extension,NA,NA
Mekoryuk,-0.9375,687,57.5468215942383,5.69166660308838,20.9252452850342,817.40478515625,27.2000007629395,0.0885000005364418,0.52418327331543,0.168799996376038,0.0722399950027466,0.0146800009533763,1.17657494544983,5.99499988555908,576,345.774993896484,36.9000015258789,42.2249984741211,20.8500003814697,0.00788263138383627,NA,NA,60.388647,-166.189937,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Alaska,99,-784866.223621446,3192981.88847982,1.06104035207115,-3.40867940567702,0.24688524022922,2.511372183514,NA,NA,NA,NA,NA,extension,NA,NA
Menkere,-11.9208335876465,286,55.8196220397949,8.90833377838135,14.3914918899536,2038.47583007812,61.9000015258789,0.0636499971151352,0.224499404430389,3.27340006828308,0.742910027503967,0.371769994497299,1.25230002403259,5.85249996185303,338,248.75,42.8499984741211,43.3250007629395,14.3500003814697,1,NA,NA,67.988601,123.350496,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Sakha (Yakutia),10,2021697.93404837,1330559.3773101,1.8803776665739,1.87570726668024,-0.239381655473693,-1.05239617578304,NA,active,NA,NA,NA,All year,NA,NA
Mezen,-0.42083340883255,523,35.5351181030273,7.99166679382324,20.7575759887695,1025.08190917969,38.5,0.0929000005125999,0.116850145161152,3.8061900138855,0.752449989318848,0.536140024662018,1.05067503452301,5.79250001907349,886,478.399993896484,45.8499984741211,43.5750007629395,10.5749998092651,0.182212591171265,NA,NA,65.85222,44.240028,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Arkhangel'sk,3672,1856966.79318746,-1906893.61691929,-0.927929723314576,-1.34346452046195,1.89679819715456,1.35161018742575,NA,NA,NA,NA,NA,extension,NA,NA
Miass,2.26666665077209,523,49.8112754821777,9.68333339691162,23.6178855895996,1184.77905273438,41,0.116949997842312,-0.0151578010991216,3.646399974823,0.625760018825531,0.440559983253479,1.30465006828308,6.50750017166138,299,127.824996948242,31.1000003814697,41.7750015258789,27.5499992370605,0,NA,NA,54.995414,60.094926,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Chelyabinsk,167500,3399315.09845165,-1955093.47289685,-0.495901113190493,0.662266174616394,-1.45423170664788,4.01785727744863,NA,NA,NA,NA,NA,extension,NA,NA
Mikkeli,3.60833334922791,619,30.840648651123,7.65000009536743,22.767858505249,926.586669921875,33.5999984741211,0.0798199996352196,0.0747424513101578,3.88094997406006,0.588129997253418,0.322030007839203,1.32052505016327,5.52750015258789,430,300.825012207031,44.2750015258789,37.4749984741211,18.2250003814697,0,NA,NA,61.689996,27.285004,Finland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Southern Savonia,46550,1438314.83844503,-2788474.41037851,-1.5231455049939,-2.0556198348451,-0.526186902601102,2.13493055785724,NA,NA,NA,NA,NA,extension,NA,NA
Mirnyy,-7.12083339691162,326,48.4156341552734,9.67500019073486,16.6237106323242,1790.24816894531,58.1999969482422,0.129380002617836,0.025935597717762,2.08934998512268,0.479000002145767,0.293529987335205,1.29982495307922,6.35249996185303,783,334.024993896484,31.5499992370605,41.5750007629395,27.3500003814697,0.869193971157074,NA,NA,62.540019,113.961354,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Sakha (Yakutia),40308,2777773.88081842,1234500.2756453,3.19702283166069,1.41420072299064,-0.0945268599963505,1.68665710318631,NA,NA,NA,NA,NA,extension,NA,NA
Mo i Rana,3.4375,1438,31.806245803833,6.14166641235352,23.3523426055908,740.608276367188,26.3000011444092,0.0766099989414215,-0.0151637177914381,3.31546998023987,0.652339994907379,0.349949985742569,1.27707493305206,5.51999998092651,352,317.649993896484,66.5500030517578,27.3500003814697,6.67500019073486,0,NA,NA,66.31661,14.16667,Kingdom of Norway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Nordland,20409,638548.688633148,-2529706.9174175,-2.85903245669831,-5.15658986242231,-1.58856304699841,0.329757016153419,NA,NA,NA,NA,NA,extension,NA,NA
Mogocha,-4.87083339691162,435,105.499816894531,15.8583335876465,26.3865776062012,1681.94348144531,60.0999984741211,0.103909999132156,-0.0254866238683462,3.72974991798401,0.673299968242645,0.416940003633499,1.30122494697571,6.39750003814697,326,223.824996948242,38.9749984741211,38.1500015258789,23.2250003814697,0.775187909603119,NA,NA,53.733321,119.766581,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Chita,12647,3534900.52053812,2021719.46823662,1.04139502327169,3.42959312129699,-2.58668944682351,0.818038189632101,NA,NA,NA,NA,NA,extension,NA,NA
Molde,6.48333358764648,1917,30.465518951416,5.18333339691162,25.6600646972656,578.973754882812,20.2000007629395,0.0805500000715256,0.373173892498016,6.35060024261475,0.739660024642944,0.486470013856888,1.23562502861023,5.33500003814697,389,303.174987792969,58.7750015258789,31.2250003814697,10.5749998092651,0,NA,NA,62.7483,7.183324,Kingdom of Norway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Møre og Romsdal,18594,377111.797887791,-2992150.65475307,-5.50050560800839,-4.77002132576257,-0.298628321386175,0.916001084283063,NA,NA,NA,NA,NA,extension,NA,NA
Monchegorsk,-0.29583328962326,496,41.8017807006836,6.89166688919067,19.0377521514893,955.268798828125,36.2000007629395,0.127049997448921,-0.0344671718776226,1.0514999628067,0.254869997501373,0.126729995012283,1.28592503070831,6.10750007629395,400,273.600006103516,51.2999992370605,36.0999984741211,13.1750001907349,0.233648017048836,NA,NA,67.929121,32.828735,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Murmansk,49868,1315725.21991461,-2039358.99476443,1.71012004081352,-3.59178033806863,-1.72724357557909,1.83451301487977,NA,NA,NA,NA,NA,extension,NA,NA
Mongolia,-1.18333327770233,298,112.20142364502,14.2333335876465,26.358024597168,1519.70446777344,54,0.131239995360374,-0.0809770599007607,3.96727991104126,0.704110026359558,0.50042998790741,1.31677508354187,7.4524998664856,243,218.300003051758,48.6500015258789,32.9000015258789,18.5750007629395,0.341260761022568,,MO-UFRS,48.2733,106.8508,Mongolia,Shin Miyazaki,miyashin@iis.u-tokyo.ac.jp,forest,CO2,2010,2010,NA,NA,NA,NA,Summer,TRUE,FALSE,inactive,NA,NA,NA,4533822.5847643,1373229.15162036,0.892261635148816,2.33656649590862,-3.5494847740218902,1.7010460977551,inactive,inactive,nonmethane,nonmethane,Summer,Summer,no,no
Montana,0.825000047683716,693,48.6177520751953,10.8999996185303,28.5340309143066,1045.16967773438,38.2000007629395,0.0542900003492832,0.279956996440887,4.32697010040283,0.774730026721954,0.469440013170242,1.19057500362396,5.66249990463257,376,378.75,39.5250015258789,52.2000007629395,8.80000019073486,0.00126747344620526,NA,NA,62.079685,-150.072763,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Alaska,10,-1542935.65206958,2680298.0534547,-2.63523625580466,0.0226850191695795,0.6864454617453,1.58849687597455,NA,NA,NA,NA,NA,extension,NA,NA
