site,MeanTemp,Precip,PrecipSeasonality,MeanDiurnalRange,Isothermality,TempSeasonality,TempAnnualRange,NDVImax,NDVIsum,EVImax,NDWImin,SWIRaug,BulkDens,pH,CStock,CDensity,Sand,Silt,Clay,Permafrost,Type,2022 list,Our List,ADDED,edited,Site_ID,Latitude,Longitude,Country,Contact,Contact_Email,Data_Availability,Reference,Reference_Short,Additional_Information,Anemometer,Gas_Analyser,Power,Ecosystem,GHG,Complementary_Measurements,Start_CO2,End_CO2,Start_CH4,End_CH4,Start_N2O,End_N2O,Season_Activity,Terrestrial,Aquatic,ignore,active,methane,Ext_Type,State,Population,x,y,pc1,pc2,pc3,pc4
Nyagan,-1.32916653156281,581,42.7225799560547,9.09166717529297,19.7644939422607,1300.62829589844,46,0.127179995179176,0.0246196202933788,3.33010005950928,0.595229983329773,0.385210007429123,1.15480005741119,5.99499988555908,400,328.299987792969,34.2999992370605,44.25,21.6000003814697,0.193844795227051,NA,NA,NA,NA,NA,NA,62.146528000000004,65.381425,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Khanty-Mansiy,52137,2804561.95237855,-1285128.68747119,0.499743892514956,-0.101122416651466,0.0811763152351281,2.52966448598255
Nyukzha,-6.00416660308838,465,96.520622253418,11.8583335876465,19.7968845367432,1812.02478027344,59.8999977111816,0.0913499966263771,0.0553452223539352,3.72808003425598,0.677359998226166,0.332040011882782,1.41387498378754,5.65250015258789,421,222.975006103516,45.8499984741211,35.0499992370605,19.4750003814697,0.918350338935852,NA,NA,NA,NA,NA,NA,56.531212,121.613083,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Amur,10,3184454.52961835,1960091.98778802,1.33842163180652,2.00400098315427,-2.21206372383793,-0.752915671207044
Okha,-1.30416679382324,631,39.9590187072754,7.80833339691162,18.9522647857666,1249.38244628906,41.2000007629395,0.0961500033736229,0.0909950956702232,3.77941989898682,0.765190005302429,0.549790024757385,1.11387503147125,5.79500007629395,384,216.225006103516,49.2999992370605,34.4249992370605,16.7000007629395,0.0156829282641411,NA,NA,NA,NA,NA,NA,53.573899,142.947853,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Sakhalin,26560,2465193.64509415,3265235.06967926,-1.23388154066012,-1.08137049467827,-0.327067053533745,1.09633714862501
Okhotsk,-4.22916650772095,473,64.6875610351562,7.30833292007446,17.6529788970947,1310.22106933594,41.4000015258789,0.0526800006628036,0.111169055104256,2.33612012863159,0.619769990444183,0.279940009117126,1.19140005111694,5.8600001335144,648,199,43.2750015258789,38.4749984741211,18.1499996185303,0.0611598677933216,NA,NA,NA,NA,NA,NA,59.383002,143.217036,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Khabarovsk,5570,2038805.08355847,2727017.07813298,0.413404422609822,-0.677377794647941,-0.385121073131011,1.05925569939293
Oktyabrskiy,1.97916662693024,831,47.0324058532715,5.69166660308838,24.4277534484863,629.691345214844,23.2999992370605,0.0754899978637695,0.241851061582565,3.77333998680115,0.744840025901794,0.389640003442764,1.2010999917984,5.9850001335144,749,506.700012207031,48.2750015258789,33.4749984741211,18.4500007629395,0,NA,NA,NA,NA,NA,NA,52.663593,156.238722,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Kamchatka,1534,1692621.50192076,3844721.87689592,-2.14226320308384,-3.01891900134631,0.848756013141985,2.30074696155459
Olenek,-11.8083333969116,290,59.2726173400879,8.81666660308838,14.3360443115234,1912.89978027344,61.5,0.0987000018358231,0.181622043251991,2.59711003303528,0.624559998512268,0.353460013866425,1.3142249584198,6.03000020980835,282,398.850006103516,41,39.6749992370605,19.7749996185303,1,NA,NA,NA,NA,NA,NA,68.525002,112.450025,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Sakha (Yakutia),10,2181061.32944876,901197.206611178,2.81888051225807,1.39805942690561,-0.35907923436188,-0.274782496104935
Olyokminsk,-6.57916641235352,313,59.0235786437988,11.1416664123535,18.7570152282715,1818.62268066406,59.4000015258789,0.0522399991750717,0.175009086728096,4.95462989807129,0.867420017719269,0.550359964370728,1.26887500286102,6.28499984741211,377,331.200012207031,23.0499992370605,47.9000015258789,29.1499996185303,0.553442001342773,NA,NA,NA,NA,NA,NA,60.503192,120.392589,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Sakha (Yakutia),10000,2824733.48162991,1656770.19394028,0.271658745409333,4.21838685066195,0.719624841068876,1.99170019862352
Omchak,-11.5458335876465,413,63.0608978271484,12.375,21.0817718505859,1828.44128417969,58.6999969482422,0.0667899996042252,0.351082444190979,3.3199999332428,0.710919976234436,0.390630006790161,1.15069997310638,5.03249979019165,675,414.725006103516,55.0750007629395,36.2999992370605,9.125,1,NA,NA,NA,NA,NA,NA,61.633278,147.916697,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Maga Buryatdan,10,1669998.86853415,2663930.52894337,0.649005567427441,0.774582680339469,0.291031515894759,-3.0838573182674
Omolon,-11.5708332061768,254,60.2135696411133,11.0583333969116,19.0005722045898,1859.56921386719,58.2000007629395,0.0644399970769882,0.0585037171840668,2.99272990226746,0.75151002407074,0.366789996623993,1.15017509460449,6.01000022888184,685,382.100006103516,41.4500007629395,43.7750015258789,15,1,NA,NA,NA,NA,NA,NA,65.249982,160.500012,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Chukchi Autonomous Okrug,1050,911315.984300321,2573478.6638407,2.09509639229574,1.85836953007473,0.43298401409414,-0.422922241569318
Omsukchan,-10.8708333969116,298,58.9800758361816,11.1916666030884,18.7779636383057,1856.99841308594,59.5999984741211,0.108280003070831,0.10132996737957,1.77777993679047,0.457619994878769,0.223389998078346,1.21119999885559,5.71000003814697,682,301.975006103516,53.2000007629395,35.9000015258789,10.9250001907349,0.945911228656769,NA,NA,NA,NA,NA,NA,62.533275,155.80004,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Maga Buryatdan,4201,1246375.07689926,2773315.49769572,2.93229781551003,-0.101622546658175,-1.06184097824658,-1.69773782554548
Omutninsk,1.625,622,26.7654209136963,9.14999961853027,22.1014499664307,1141.82373046875,41.4000015258789,0.060649998486042,0.0113957822322845,2.18702006340027,0.433600008487701,0.187110006809235,1.33684992790222,5.9850001335144,252,127.925003051758,38.8499984741211,42.2750015258789,18.7000007629395,0,NA,NA,NA,NA,NA,NA,58.658938,52.159183,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Kirov,32800,2755628.44783341,-2140630.49747196,-0.249766194822723,-1.31231426093639,-1.59070668110086,2.42860068925378
Onega,1.75,572,34.9296760559082,7.58333349227905,20.6068840026855,1002.08648681641,36.8000030517578,0.0610099993646145,0.268759936094284,5.12442016601562,0.791339993476868,0.507409989833832,1.30167508125305,5.68499994277954,649,305.299987792969,49.0750007629395,36.7000007629395,14.5749998092651,0,NA,NA,NA,NA,NA,NA,63.927143,38.077148,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Arkhangel'sk,22693,1776667.29206807,-2267729.91037675,-2.48980023694147,-1.26577625454338,0.336620062770246,1.09492620347502
Orotuk Field Station,-10.6541662216187,364,64.6418380737305,11.6083335876465,19.4119281768799,1898.15759277344,59.8000030517578,0.0604400001466274,0.325037837028503,3.85218000411987,0.786400020122528,0.444909989833832,1.14937496185303,5.4850001335144,853,524.375,59.375,33.375,7.625,1,NA,NA,NA,NA,NA,NA,62.05,148.65,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Research_Station,NA,NA,1610787.84053424,2644079.90259668,0.77913048423279,0.763416784643657,0.73248599103447,-3.25037722305177
"Oulanka, Puukkosuo fen",-0.6875,561,32.8847961425781,9.97500038146973,24.751859664917,1050.49365234375,40.3000030517578,0.0476699993014336,0.380676567554474,5.38194990158081,0.766849994659424,0.355250000953674,1.29884994029999,5.42749977111816,310,220.350006103516,58.2750015258789,33.9000015258789,8.39999961853027,0,EC_Tower,NA,"Oulanka, Puukkosuo fen",No,no,FI-OuF,66.3702,29.3208,Finland,"Torben Christensen, Efren Lopez-Blanco, Marcin Jackowicz-Korczynski","torben.christensen@ecos.au.dk, elb@ecos.au.dk, mjk@ecos.au.dk",NA,NA,NA,NA,NA,NA,NA,wetland,"CO2,CH4",NA,2022,2024,2022,NA,NA,NA,Summer,TRUE,FALSE,no,active,methane,NA,NA,NA,1274679.51761937,-2269521.26625266,-2.95297343618716,-1.57960722951773,-1.05030121911631,-0.578447106064952
Oulu,2.33333349227905,504,30.7085628509521,7.66666650772095,22.2868213653564,943.849304199219,34.4000015258789,0.104440003633499,0.0106009831652045,2.55046987533569,0.465900003910065,0.2567999958992,1.30015003681183,6.2024998664856,586,303.200012207031,49.4000015258789,33.4249992370605,17.6000003814697,0,NA,NA,NA,NA,NA,NA,64.999998,25.470011,Finland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Northern Ostrobothnia,136752,1186262.46671958,-2490404.71311824,-0.0528006768538263,-2.8015439760077,-1.08860536940437,2.29193444629385
Oxford House,-2.34166669845581,520,52.3486175537109,10.4833326339722,21.2213230133057,1427.10107421875,49.4000015258789,0.0560799986124039,0.270354062318802,4.60873985290527,0.755649983882904,0.381980001926422,1.27182495594025,5.98250007629395,1165,197,27.9249992370605,30.6749992370605,42.0250015258789,0.291208118200302,NA,NA,NA,NA,NA,NA,54.950404,-95.266599,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Manitoba,184,-3910226.83556726,360441.787679211,-0.728944667866711,2.26841004887533,0.502412464150838,2.09205313760396
Oymyakon,-15.4541664123535,226,82.9277877807617,13.1416664123535,18.4573974609375,2335.91381835938,71.1999969482422,0.0865600034594536,0.135682195425034,3.04685997962952,0.697560012340546,0.385980010032654,1.24519991874695,6.17500019073486,487,404.850006103516,52.0499992370605,38.9749984741211,9.47500038146973,1,NA,NA,NA,NA,NA,NA,63.421446,142.769768,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Sakha (Yakutia),500,1777944.28912078,2339790.46250765,2.96738121878315,2.71138702520114,-0.991555262649256,-2.55216267527012
Paamiut,0.141666606068611,988,14.7354860305786,5.81666660308838,26.8049144744873,589.953125,21.7000007629395,0.127739995718002,0.0365257561206818,2.9682400226593,0.587480008602142,0.235080003738403,0.976349949836731,6.01749992370605,539,390.299987792969,62.5,26.2250003814697,11.2749996185303,0.207332134246826,NA,NA,NA,NA,NA,NA,62.004102,-49.63507,Denmark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Kommuneqarfik Sermersooq,1862,-2363048.03231213,-2008618.77707428,-1.2295279207842,-5.78349032642967,-0.492645775571342,1.51622763544511
Pakhachi,-2.98333334922791,468,38.6122932434082,6.23333311080933,20.1075267791748,997.401916503906,31,0.0526000000536442,0.195127725601196,3.7564799785614,0.821280002593994,0.478879988193512,1.01972496509552,5.6725001335144,674,415,45.8499984741211,42.2249984741211,12,0.0930486544966698,NA,NA,NA,NA,NA,NA,60.581585,169.049981,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Kamchatka,10,620322.455876374,3206212.23796361,-1.33676322306716,-1.67499494350248,1.7979285756861,1.35879688509239
Palana,-1.58333337306976,499,39.8583602905273,7.79999971389771,21.6666660308838,1058.64904785156,36,0.0823799967765808,0.0961501523852348,4.00870990753174,0.791400015354156,0.536490023136139,1.17135000228882,5.88500022888184,387,315.174987792969,44.375,41.375,14.6750001907349,0.0252715479582548,NA,NA,NA,NA,NA,NA,59.084002,159.95002,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Kamchatka,3671,1179283.7396312,3231282.42704225,-1.41463080150975,-0.913132285887356,0.250203657654488,1.97348016097024
Palatka,-5.71666669845581,425,58.2214431762695,7.54999971389771,18.5960597991943,1312.88598632812,40.5999984741211,0.0751300007104874,0.307848483324051,4.02881002426147,0.76774001121521,0.463010013103485,1.19812500476837,5.3600001335144,398,275.5,47.0750007629395,38.7750015258789,14.375,0.0923236086964607,NA,NA,NA,NA,NA,NA,60.100012,150.899978,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Maga Buryatdan,21452,1615373.80298556,2902251.28648208,-0.939759121154145,-0.486714155477049,0.140616592509051,0.203552237320878
Palmer,2.22916674613953,451,50.0065002441406,9.875,28.7900867462158,921.385986328125,34.2999992370605,0.113009996712208,0.0840914025902748,3.6143798828125,0.588609993457794,0.389580011367798,1.24437499046326,6.22749996185303,294,247.274993896484,37.625,52.5999984741211,9.69999980926514,0,NA,NA,NA,NA,NA,NA,61.599714,-149.112692,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Alaska,13111,-1616019.24720257,2701529.29123918,-1.03437986318414,-0.754388921138577,-0.713985398403202,3.31423045919668
Paulatuk,-9.27916622161865,209,42.6580352783203,6.89166688919067,15.8429117202759,1386.12841796875,43.5,0.0568699985742569,0.218571588397026,0.644959986209869,0.18979999423027,0.0834299996495247,0.997650027275085,6.67500019073486,740,358.5,46.3250007629395,28.4500007629395,25.7999992370605,1,NA,NA,NA,NA,NA,NA,69.383322,-123.983321,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Northwest Territories,294,-1876946.58170944,1265221.64083863,3.79246257275295,-1.91960884926282,0.0535664826455717,0.767391291787441
Peace River,1.79583334922791,409,48.485897064209,12.0583333969116,26.1569061279297,1262.75390625,46.0999984741211,0.0941099971532822,0.0612827613949776,3.18602013587952,0.507239997386932,0.292860001325607,1.38010001182556,6.91750001907349,204,140.449996948242,38.8250007629395,35,26.375,0,NA,NA,NA,NA,NA,NA,56.233323,-117.283291,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Alberta,5340,-3354638.37577392,1730219.24169514,-0.0997743868474923,0.551425190007458,-2.67690414495152,3.00586110079761
Pechora,-2.34583330154419,588,28.5911617279053,8.80833339691162,19.6176681518555,1227.87780761719,44.9000015258789,0.0815600007772446,0.182975202798843,3.61533999443054,0.724420011043549,0.461430013179779,1.1669499874115,5.72749996185303,1078,485.850006103516,43.8250007629395,41.1500015258789,15.6999998092651,0.176287487149239,NA,NA,NA,NA,NA,NA,65.158748,57.208746,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Komi,46113,2303752.58445918,-1484169.56496439,-0.636669252640664,-0.781887676071961,1.90418719524437,0.837880438202235
Peregrebnoye,-2.34166669845581,550,42.1952819824219,8.75,18.6567153930664,1349.60913085938,46.9000015258789,0.111220002174377,0.159579545259476,3.52290987968445,0.611220002174377,0.399089992046356,0.987800002098083,5.70499992370605,1084,391.350006103516,39.2000007629395,41.6500015258789,19.4500007629395,0.206336140632629,NA,NA,NA,NA,NA,NA,62.966995,65.085939,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Khanty-Mansiy,10,2712413.63867411,-1259869.66624005,0.380033637323149,-0.464484773990666,1.82944753591511,1.15133143792843
Perryville,3.59166669845581,585,33.1298179626465,6,29.2682933807373,561.183166503906,20.5,0.0639199987053871,0.141436755657196,6.48055982589722,0.89996999502182,0.739319980144501,1.19459998607635,5.82250022888184,320,283.475006103516,56.2249984741211,34.375,9.69999980926514,0,NA,NA,NA,NA,NA,NA,55.918614,-159.151149,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Alaska,113,-1356637.18705472,3562220.46257547,-4.49621136492653,-2.58067764807574,-0.18655121406474,2.31010227654148
Pervouralsk,1.58333325386047,557,47.6140022277832,9.38333320617676,22.7750816345215,1166.35864257812,41.1999969482422,0.10997000336647,0.0215816497802734,3.16122007369995,0.553680002689362,0.326600015163422,1.27355003356934,6.17500019073486,314,92.9499969482422,24.6000003814697,48.5999984741211,27.3500003814697,0,NA,NA,NA,NA,NA,NA,56.910026,59.955038,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Sverdlovsk,133600,3198210.99910429,-1849835.82929251,-0.128057335821097,0.640024875167795,-0.945085310015104,4.20881799238839
Petite Riviere (Baie Comeau),2.25,1031,11.2883768081665,9.60000038146973,22.9665069580078,1113.7548828125,41.8000030517578,0.0572400018572807,0.510115742683411,5.41434001922607,0.741760015487671,0.437020003795624,1.24027502536774,5.40749979019165,619,255.550003051758,56.7249984741211,25.2749996185303,18.5499992370605,0,EC_Tower,NA,Petite Riviere (Baie Comeau),No,no,,49.1333,-68.2833,Canada,Luc Pelletier,luc.pelletier@mail.mcgill.ca,NA,"Pelletier, L., Strachan, I. B., Roulet, N. T., & Garneau, M. (2015). Can boreal peatlands with pools be net sinks for CO2? Environ. Res. Lett., 10(3), 8. doi:10.1088/1748-9326/10/3/035002","Pelletier et al. (2015), https://doi.org/10.1088/1748-9326/10/3/035002",NA,CSAT-3,LI-7200,NA,wetland,CO2,NA,2012,2012,NA,NA,NA,NA,Summer,TRUE,FALSE,no,inactive,nonmethane,NA,NA,NA,-4302317.95917083,-1713553.0082239,-3.8301868879769,-1.99081354539007,-0.119103676847243,-0.632247318194593
Petropavlovsk Kamchatskiy,0.908333301544189,977,29.0165367126465,7.41666698455811,23.3228511810303,915.38330078125,31.8000011444092,0.089259997010231,0.120953112840652,4.14489984512329,0.714510023593903,0.465420007705688,1.21490001678467,5.9375,341,248.149993896484,46.4000015258789,38.7000007629395,15.3500003814697,0,NA,NA,NA,NA,NA,NA,53.061992,158.62302,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Kamchatka,187282,1513716.77096844,3867122.72507765,-2.30031309524883,-2.16843271885075,-0.433957920743829,2.20749220174409
Petrovsk Zabaykalskiy,-2.85833358764648,329,107.959754943848,16.5833339691162,28.8405799865723,1489.63977050781,57.5,0.114500001072884,-0.00236566876992583,4.05613994598389,0.640980005264282,0.405519992113113,1.34825003147125,7.07499980926514,204,236.625,34.2999992370605,40.7999992370605,25.4750003814697,0.0888167098164558,NA,NA,NA,NA,NA,NA,51.282695,108.832675,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Chita,20889,4134165.31258227,1410016.07284261,0.62960011459662,3.72141869773188,-2.95975345317332,2.45764131995862
Petrozavodsk,2.90833330154419,581,34.454963684082,7.41666650772095,21.435453414917,956.9169921875,34.5999984741211,0.0694800019264221,0.18372355401516,4.98731994628906,0.730599999427795,0.439839988946915,1.32967507839203,5.59999990463257,733,278.174987792969,48.8250007629395,36.3499984741211,15.25,0,NA,NA,NA,NA,NA,NA,61.849983,34.280016,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Karelia,265025,1756811.85628444,-2577320.41222346,-2.25525945434238,-1.69872554047827,0.0262411656657307,1.40352497744783
Pevek,-10.3000001907349,165,48.2110557556152,6.78333330154419,15.5225019454956,1431.13903808594,43.7000007629395,0.0808700025081635,0.188277035951614,2.07101988792419,0.542940020561218,0.257160007953644,1.14957499504089,6.27250003814697,695,417.024993896484,45.25,40.9000015258789,13.9250001907349,1,NA,NA,NA,NA,NA,NA,69.700822,170.313315,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Chukchi Autonomous Okrug,4837,374881.647793869,2196220.94113444,2.76339242330268,-0.971598299394673,0.723252190875161,0.506094649469431
Pilot Point,2.875,525,37.503246307373,6.71666669845581,29.3304214477539,626.220642089844,22.8999996185303,0.0583099983632565,0.24225777387619,5.3306999206543,0.807950019836426,0.519699990749359,1.20067501068115,5.65250015258789,393,309.399993896484,54.7249984741211,35.2249984741211,10.2749996185303,0,NA,NA,NA,NA,NA,NA,57.56456,-157.569127,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Alaska,68,-1380371.09813623,3343915.9772201,-3.63407293691649,-2.69720467247874,-0.178316100958052,1.73455890134555
Plotnikovo,0.0333333201706409,479,43.5135192871094,10.0666666030884,21.6954021453857,1335.66015625,46.4000015258789,0.0521400012075901,0.114442646503448,5.85507011413574,0.88850998878479,0.620149970054626,1.38559997081757,6.18499994277954,235,272.174987792969,18.2749996185303,45.25,37.0499992370605,0,EC_Tower,NA,NA,No,no,,56.85,82.9667,Russia,Thomas Friborg,tfj@ign.ku.dk,NA,"Friborg, T., Soegaard, H., Christensen, T. R., Lloyd, C. R., and Panikov, N. S. (2003), Siberian wetlands: Where a sink is a source, Geophys. Res. Lett., 30, 2129, doi:10.1029/2003GL017797, 21.","Friborg et al. (2003), https://doi.org/10.1029/2003GL017797",NA,Gill R2,"LI-6262, Aerodyne TDL",NA,wetland,"CO2,CH4",NA,1999,1999,1999,1999,NA,NA,Summer,TRUE,FALSE,no,inactive,methane,NA,NA,NA,3673872.73103887,-453262.431071176,-1.94157948472124,3.31759804500651,0.305110172076712,4.22312300353457
Poker Flat Research (fire scar succession),-3.45833325386047,315,55.832576751709,11.3666667938232,24.3919887542725,1351.21301269531,46.5999984741211,0.059689998626709,0.327509254217148,4.18430995941162,0.813260018825531,0.490550011396408,1.17347502708435,5.80999994277954,660,340.75,34.4000015258789,55.8250007629395,10.125,0.441880464553833,EC_Tower,Poker Flat Research (fire scar succession),Poker Flat Research (fire scar succession),No,no,US-Rpf,65.1198,-147.429,USA,Masahito Ueyama,miyabi-flux@muh.biglobe.ne.jp,https://ameriflux.lbl.gov/data/download-data/?request=policy:CCBY4.0;site_id:US-Rpf,"Iwata, H., Ueyama, M., Harazono, Y., Tsuyuzaki, S., Kondo, M., & Uchida, M. (2011). Quick Recovery of Carbon Dioxide Exchanges in a Burned Black Spruce Forest in Interior Alaska. Sola, 7, 105-108. doi:10.2151/sola.2011-027; Ueyama M., Iwata, H., Nagano, H., Tahara, N., Iwama, C., and Harazono, Y. 2019. Carbon dioxide balance in early-successional forests after forest fires in interior Alaska. Agricultural and Forest Meteorology, 275, 196-207.","Iwata et al. (2011), https://doi.org/10.2151/sola.2011-027",http://ameriflux.lbl.gov/sites/siteinfo/US-Rpf,"Gill WindMaster, CSAT-3","LI-7500, CPEC, EC150",line power,forest,CO2,"net radiation, PAR, soil moisture, pressure, precipitation, snow depth",2008,2024,NA,NA,NA,NA,All year,TRUE,FALSE,no,active,nonmethane,NA,NA,NA,-1477687.14921558,2313173.65554063,-0.934742710029894,1.70637039400073,1.3995169445558,1.1194328898083
Poker Flat Research Range Black Spruce Forest,-3.10833334922791,319,52.6833915710449,11.6833333969116,24.4421195983887,1391.30224609375,47.7999992370605,0.0545499995350838,0.355217427015305,4.39489984512329,0.770389974117279,0.430150002241135,1.12742507457733,6.19500017166138,569,339.375,29.2999992370605,63.1500015258789,8.14999961853027,0.392658263444901,EC_Tower,Poker Flat Research Range Black Spruce Forest,Poker Flat Research Range Black Spruce Forest,No,no,US-PRR,65.1237,-147.4876,USA,"Hideki Kobayashi, Hiroki Ikawa ","hkoba@jamstec.go.jp, hirokiikawa@affrc.go.jp",https://ameriflux.lbl.gov/data/download-data/?request=policy:CCBY4.0;site_id:US-Prr,"Nakai, T., Kim, Y., Busey, R. C., Suzuki, R., Nagai, S., Kobayashi, H., . . . Ito, A. (2013). Characteristics of evapotranspiration from a permafrost black spruce forest in interior Alaska. Polar Science, 7(2), 136-148. doi:https://doi.org/10.1016/j.polar.2013.03.003; Nakai et al., Polar Science 2011, Ikawa et al,Agricultural and Forest Meteorology, 2015","Nakai et al. (2013), https://doi.org/10.1016/j.polar.2013.03.003",http://ameriflux.lbl.gov/sites/siteinfo/US-Prr; http://atmenv.envi.osakafu-u.ac.jp/data/uaf_data/,Gill WindMaster Pro,LI-7200RS,commercial,forest,CO2,"net radiation, PAR, pressure, precipitation",2011,2024,NA,NA,NA,NA,All year,TRUE,FALSE,no,active,nonmethane,NA,NA,NA,-1475082.14538526,2314309.72986551,-0.646252138302566,2.10230536638933,1.66056567577034,1.74625673417248
Polar Bear Fen,-3.96666669845581,525,50.6728019714355,9.71666717529297,19.9112014770508,1399.72290039062,48.8000030517578,0.0734599977731705,0.269293516874313,3.35466003417969,0.637049973011017,0.324030011892319,0.739799976348877,5.0625,1533,728.349975585938,57.2000007629395,25.7999992370605,17.0499992370605,0.265373885631561,EC_Tower,Polar Bear Fen,Polar Bear Fen,No,yes,CA-PB2,54.9391,-83.4738,Canada,"Elyn Humphreys, Aaron Todd","elyn.humphreys@carleton.ca, aaron.todd@ontario.ca",NA,NA,NA,NA,NA,NA,NA,wetland,"CO2,CH4",NA,2017,2024,NA,NA,NA,NA,All year,TRUE,FALSE,no,active,methane,NA,NA,NA,-3902695.93269168,-446463.906240839,0.26595419239042,-1.77930196264613,3.25262949162146,-2.08082974443899
